"idnum","p4b23","k5e2a","f1h2","f1e3","m1e4b","f1g7","m1a13","m1g2","m1g3","m1g4","f1f2","m1f5","f1c2f","m1a7","m1b18","m2g6c","f2k6","m2k14","m2d3a","m2g4c","m2g13","f2h8a2","f2h10","m2h8e","m2h8b","m2h19b","m2h19i","m2j16","f2h19","m4d3","m4i7b","p4b15","p4l3","p4l5","p4l11","p4l19","p4l22","p4l28","p4l32","p4l43","m4h1g","m4i0g","m4h4","m4i0p","f4i8a1","f4j24a","p4a22","f4a2","f4i0n1","p4b9","p4b21_1","p4c8","p4h1"
"4797",10,"1","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","1","0","1","0","1","0","2","0","1","1","1","1","2","2","0","4","3","0","0","4","1"
"4798",11,"1","1","2","1","2","1","5","5","3","2","1","2","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","1","1","2","2","1","1","2","1","0","4","0"
"4799",8,"0","1","1","1","2","1","5","5","4","2","2","1","1","1","2","2","2","1","5","1","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","1","1","2","2","1","2","2","0","3","2","0","1","4","0"
"4800",11,"0","2","2","1","2","1","5","5","4","2","3","1","2","1","1","2","2","1","3","1","2","2","1","2","2","2","2","2","1","2","0","2","0","2","2","0","0","0","0","1","2","1","2","2","2","0","4","3","0","0","1","0"
"4801",8,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","6","1","2","2","1","2","2","2","2","2","1","2","0","2","0","0","0","0","0","0","0","1","1","1","2","2","2","1","1","1","0","0","4","0"
"4802",11,"4","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","3","3","2","2","2","2","2","2","2","2","1","2","1","1","1","0","2","0","0","1","2","1","1","1","2","2","2","0","1","2","0","0","3","0"
"4803",6,"0","1","3","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","2","2","1","2","2","2","2","1","1","2","1","1","0","2","1","0","0","2","0","1","1","1","1","2","2","0","1","1","0","1","4","4"
"4804",9,"1","1","2","1","2","1","5","5","4","1","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","2","0","2","0","0","0","1","0","2","2","1","2","2","1","0","1","2","0","0","4","0"
"4805",11,"0","1","4","1","2","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","1","2","1","2","2","2","2","1","1","2","0","2","0","1","0","0","1","1","1","1","2","1","2","2","2","0","1","2","0","1","4","2"
"4806",9,"0","1","2","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","2","4","2","2","2","2","2","2","2","1","1","2","0","2","0","2","0","0","0","0","0","1","2","1","1","2","2","0","1","1","1","1","4","0"
"4807",10,"1","1","1","1","1","1","4","5","4","1","3","2","1","1","1","2","2","1","6","1","2","2","1","1","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","2","1","2","2","2","0","2","1","1","0","4","0"
"4808",9,"2","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","2","3","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","1","2","1","2","2","2","0","1","2","1","1","4","0"
"4809",10,"0","1","4","1","1","1","5","5","4","2","1","1","1","1","1","2","2","2","203","5","2","2","1","2","2","2","2","2","2","2","1","2","0","1","0","0","0","0","0","1","1","1","1","2","2","0","1","2","1","1","4","0"
"4810",7,"0","2","1","1","1","1","5","5","4","1","2","1","2","2","1","1","2","1","6","2","2","2","1","2","2","2","2","2","1","2","1","2","0","0","0","0","0","2","0","1","2","1","2","2","2","1","1","1","1","0","4","0"
"4811",11,"0","1","4","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","202","1","2","2","1","2","2","2","2","2","1","2","1","2","1","2","0","0","0","2","0","1","1","1","2","2","2","0","1","3","1","1","4","0"
"4812",9,"4","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","1","2","1","2","2","2","2","1","1","1","1","2","0","1","0","0","0","0","0","1","1","1","2","2","1","1","1","4","1","0","3","1"
"4813",9,"0","2","1","1","1","1","5","5","4","2","1","1","1","1","2","2","2","1","2","5","2","2","2","2","2","2","2","2","1","2","1","1","0","2","1","0","0","0","1","4","1","1","2","2","1","0","2","4","0","0","4","0"
"4814",11,"4","1","3","1","2","1","5","5","4","2","2","1","1","1","1","2","2","2","3","1","2","2","1","2","2","1","2","1","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","1","1","3","0","0","4","2"
"4815",8,"0","2","1","1","1","1","5","5","4","2","2","2","1","1","1","2","2","1","201","1","2","2","1","2","2","2","2","1","1","2","1","2","0","1","0","0","0","1","2","1","1","1","2","2","2","0","1","3","0","0","4","1"
"4816",11,"4","1","1","1","1","1","5","5","3","2","2","1","2","1","1","2","2","2","4","2","2","2","1","2","2","2","2","2","1","2","1","0","0","2","0","0","0","0","0","1","2","1","2","2","1","1","3","3","0","0","4","0"
"4817",7,"0","2","1","1","1","1","5","5","4","2","3","2","1","1","1","2","2","1","6","1","2","2","2","2","2","2","2","2","2","2","1","2","0","1","0","0","0","1","0","1","2","1","2","2","2","1","1","1","0","0","2","2"
"4818",7,"1","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","205","3","2","2","1","2","2","2","2","1","2","2","1","1","0","1","2","0","2","0","2","1","2","2","2","2","2","0","1","2","0","0","2","0"
"4819",8,"3","2","2","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","6","1","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","2","2","2","2","1","2","2","2","0","2","2","0","1","2","0"
"4820",11,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","6","3","2","2","2","2","2","2","2","2","2","2","1","2","0","2","0","0","0","1","0","1","1","1","2","2","2","0","1","2","1","1","4","0"
"4821",10,"4","2","1","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","3","1","2","2","1","2","2","1","2","2","1","2","1","2","0","1","0","0","0","1","0","2","2","1","2","2","2","0","3","1","1","0","4","2"
"4822",11,"1","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","203","5","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","2","1","1","2","2","2","0","3","2","1","1","4","0"
"4823",10,"0","1","1","2","1","1","5","5","4","1","2","1","1","1","1","1","2","1","2","3","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","2","1","2","1","2","2","0","1","2","1","0","3","0"
"4824",11,"0","1","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","1","5","2","2","1","2","2","2","2","2","1","2","1","2","1","2","0","0","0","0","1","3","2","1","1","2","2","0","1","1","1","1","4","0"
"4825",9,"0","1","1","1","1","1","2","5","4","1","1","1","1","1","1","2","2","1","6","1","1","2","2","2","2","2","1","2","1","2","1","2","0","1","0","0","0","2","1","1","1","1","2","2","2","1","1","1","0","0","4","0"
"4826",8,"2","2","2","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","3","1","2","2","1","2","2","2","1","2","1","1","1","2","0","2","0","0","0","0","0","1","2","2","2","2","2","0","4","4","1","0","4","0"
"4827",7,"1","1","2","1","1","1","5","5","3","1","2","1","1","1","1","2","2","1","5","1","2","2","1","2","2","1","2","2","2","2","1","2","0","2","0","0","0","0","0","2","2","1","2","2","2","1","2","1","0","1","4","2"
"4828",10,"4","1","3","1","1","1","5","5","4","1","2","1","2","2","1","2","2","1","2","3","2","2","1","2","2","2","2","2","1","2","1","1","0","2","0","0","0","0","0","2","2","1","1","2","2","0","3","1","1","0","4","0"
"4829",9,"0","1","3","1","1","1","5","5","4","1","2","1","2","1","1","1","2","1","2","1","2","2","2","2","2","2","2","2","1","2","0","0","0","1","0","0","0","0","0","1","2","1","2","2","2","0","3","2","0","0","4","1"
"4830",7,"0","1","1","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","5","1","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","1","2","1","1","1","2","2","2","0","1","2","0","0","4","2"
"4831",11,"2","1","3","1","2","1","5","5","4","1","3","1","1","1","1","2","2","1","3","1","2","2","2","2","2","1","2","2","1","2","1","1","0","0","1","0","0","0","2","1","2","1","2","2","2","0","1","1","1","1","3","0"
"4832",11,"2","1","1","1","2","1","5","5","4","2","4","1","2","1","2","1","1","1","201","4","1","2","1","1","2","1","1","1","2","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","1","1","1","1","0","4","0"
"4833",10,"0","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","1","2","1","2","2","2","2","1","1","2","1","2","0","1","0","0","0","0","2","2","2","1","2","2","2","1","3","2","0","0","3","0"
"4834",8,"4","1","4","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","5","1","2","2","2","2","2","1","2","1","1","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","2","0","3","2","1","1","4","4"
"4835",7,"4","1","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","5","2","2","2","1","2","2","1","2","1","2","2","1","2","0","1","1","0","1","1","0","1","1","2","2","2","1","0","3","3","1","0","4","0"
"4836",10,"4","1","3","1","1","1","5","5","4","1","2","1","1","1","1","2","1","1","3","1","1","2","1","1","2","1","2","1","1","1","1","2","0","2","0","2","1","1","1","1","1","1","1","2","2","1","3","2","0","1","4","3"
"4837",10,"4","1","3","1","2","1","5","5","3","2","1","3","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","2","0","2","1","1","1","0","1","1","1","1","2","1","2","2","2","1","3","1","1","0","4","0"
"4838",9,"4","1","2","1","2","1","5","5","4","2","1","1","1","1","1","1","2","1","4","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","1","0","1","1","1","1","1","2","2","2","1","4","4","1","1","4","0"
"4839",11,"0","2","2","1","1","1","5","5","4","1","1","2","1","1","1","2","2","1","202","5","2","2","1","2","2","2","2","1","2","2","1","2","0","2","0","0","0","0","2","1","1","1","2","2","2","0","1","3","0","0","2","0"
"4840",9,"0","1","3","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","1","3","2","1","1","2","2","2","2","2","1","1","1","2","0","1","0","1","0","0","0","1","1","1","2","2","2","1","1","2","0","0","4","3"
"4841",8,"0","1","3","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","6","1","2","2","2","2","2","2","2","2","2","2","1","1","0","2","0","0","0","0","0","1","1","2","2","2","2","0","1","1","0","0","2","0"
"4842",9,"2","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","2","1","1","2","2","2","0","4","2","0","1","4","0"
"4843",7,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","1","1","2","2","1","2","2","2","2","1","1","1","0","2","0","2","0","0","0","0","0","1","2","1","2","2","1","0","4","1","0","0","4","0"
"4844",11,"1","1","3","1","2","1","5","5","3","2","2","1","1","1","1","2","2","1","4","2","2","2","1","2","2","2","2","1","2","2","1","2","1","2","1","0","2","0","2","1","2","1","2","2","2","1","1","1","1","1","4","4"
"4845",9,"0","1","2","1","1","1","4","5","4","1","2","1","2","2","1","2","2","1","3","1","2","2","1","2","2","2","2","2","1","2","1","2","1","1","1","0","0","1","1","1","1","1","1","2","2","0","2","1","0","0","4","1"
"4846",7,"3","1","3","1","2","1","5","5","3","2","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","1","2","1","1","2","0","1","0","1","0","0","0","0","1","3","1","1","2","2","1","1","1","2","0","0","3","0"
"4847",7,"2","1","3","2","2","1","5","5","4","1","3","1","1","1","1","2","2","1","3","1","2","2","1","2","2","2","2","2","1","2","1","1","0","2","0","0","0","0","0","1","2","1","2","2","2","0","4","3","1","0","4","0"
"4848",10,"0","1","1","1","1","1","5","5","4","2","2","2","1","1","1","2","2","1","5","1","2","2","1","2","2","2","2","2","1","2","1","1","0","2","0","0","0","0","1","1","1","1","2","2","2","0","1","2","0","0","4","0"
"4849",11,"0","1","2","1","1","1","5","3","4","2","1","1","1","1","1","2","2","1","205","1","2","2","1","2","2","2","2","2","1","2","0","2","0","1","1","1","0","0","0","1","2","1","2","2","2","1","1","2","0","0","4","3"
"4850",9,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","1","2","0","1","0","1","0","2","1","4","1","1","2","2","2","0","1","2","1","0","3","0"
"4851",11,"2","2","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","1","1","1","1","1","2","2","2","0","1","2","0","0","4","0"
"4852",11,"1","1","1","1","1","1","4","5","4","1","1","1","1","1","1","2","2","1","202","1","2","2","2","2","2","2","1","2","1","2","1","1","0","1","1","0","1","0","1","1","1","1","1","2","2","0","1","1","1","0","1","0"
"4853",7,"2","1","1","1","1","1","5","5","4","1","1","1","2","1","2","2","2","1","4","4","2","2","2","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","1","2","2","1","2","2","2","0","7","2","1","0","4","0"
"4854",9,"4","1","1","1","2","1","5","5","3","1","2","1","1","1","1","2","2","1","2","1","2","2","1","1","2","1","1","1","1","1","1","2","0","2","1","1","0","0","0","2","2","1","2","2","2","1","2","2","0","0","4","0"
"4855",8,"0","1","3","1","1","1","5","5","4","1","3","1","1","1","1","2","1","1","5","3","2","2","1","1","2","1","2","1","1","2","1","2","0","2","0","0","0","0","0","2","2","1","1","2","2","1","1","1","1","0","4","0"
"4856",10,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","1","2","1","2","2","2","2","2","1","4","3","1","0","4","0"
"4857",10,"4","1","3","1","1","1","5","5","4","1","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","0","0","0","0","0","0","1","1","1","2","2","2","0","1","4","0","0","2","0"
"4858",7,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","205","3","1","2","2","2","2","1","1","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","2","0","0","3","0"
"4859",10,"4","1","2","1","1","1","4","1","3","2","2","1","2","1","1","2","2","1","4","2","2","1","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","1","2","2","1","2","2","1","1","4","1","1","0","3","2"
"4860",11,"1","1","3","1","2","1","5","5","3","1","2","1","2","2","1","2","2","2","4","3","2","1","1","2","2","1","2","1","1","2","1","2","0","2","0","0","0","0","0","1","2","2","2","2","2","0","4","3","1","1","4","0"
"4861",9,"4","1","1","1","2","1","5","5","4","2","3","1","1","1","1","2","2","2","4","1","2","2","1","1","2","2","2","2","2","1","1","2","0","1","0","0","1","1","1","1","1","1","2","2","2","0","1","2","1","0","4","1"
"4862",9,"3","2","1","1","1","1","5","5","4","2","3","1","1","1","1","2","2","2","201","5","1","2","1","2","2","2","2","2","1","2","0","1","0","1","1","1","0","1","2","4","2","1","2","2","2","1","1","3","0","0","4","0"
"4863",9,"3","2","2","1","1","1","5","5","4","2","2","1","2","1","2","1","2","2","203","5","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","1","0","0","0","1","1","1","2","2","2","0","1","2","0","0","4","0"
"4864",9,"4","1","2","2","1","1","5","5","4","1","3","2","2","1","2","2","1","1","3","4","2","2","1","2","2","1","1","1","2","2","1","2","0","2","0","1","0","1","2","1","1","1","2","2","2","1","4","3","1","0","4","4"
"4865",8,"3","2","4","2","1","1","5","5","4","2","2","1","1","1","1","2","2","2","6","1","2","2","1","2","2","2","2","2","1","2","1","2","1","1","1","1","0","1","1","2","2","1","2","2","2","0","3","3","0","0","3","3"
"4866",9,"1","1","2","1","1","1","5","5","4","1","3","2","1","1","1","2","2","1","2","1","2","2","1","1","2","2","2","2","1","1","0","2","0","2","0","1","1","1","1","1","1","1","1","2","2","0","1","3","1","0","4","0"
"4867",9,"0","1","2","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","3","1","2","2","1","2","2","2","2","1","1","1","1","2","0","2","0","0","0","2","1","1","1","1","1","2","2","1","1","2","0","0","2","3"
"4868",10,"0","1","1","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","1","0","1","1","1","2","2","2","0","4","3","0","0","4","0"
"4869",12,"2","1","2","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","1","1","2","0","1","0","0","0","0","0","3","1","2","2","2","2","0","3","1","0","0","4","0"
"4870",9,"0","2","4","2","1","1","5","5","4","2","2","1","2","1","1","2","1","2","5","2","2","2","1","2","2","1","1","2","2","1","1","2","2","1","1","1","1","0","2","1","2","1","2","2","2","0","2","2","0","0","2","2"
"4871",9,"0","1","1","1","1","1","5","5","4","2","2","2","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","1","2","0","2","0","1","0","0","0","1","1","4","2","1","2","2","2","0","1","2","1","0","4","0"
"4872",10,"1","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","2","1","1","1","2","2","0","1","1","1","1","4","0"
"4873",10,"0","1","2","1","1","2","5","5","4","2","1","1","1","1","1","2","2","1","4","2","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","2","2","1","2","2","2","0","1","2","1","1","4","0"
"4874",9,"3","1","2","1","1","1","4","5","4","2","2","2","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","2","1","1","2","2","2","0","1","2","1","1","4","0"
"4875",8,"0","2","3","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","6","1","2","2","1","2","2","2","2","2","2","2","0","2","0","2","0","0","0","2","0","1","2","1","2","2","2","0","1","4","1","0","4","0"
"4876",11,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","1","2","1","2","2","1","2","1","1","2","0","2","0","2","0","0","0","1","0","1","1","1","1","2","2","1","4","1","0","0","2","0"
"4877",9,"2","1","3","2","2","1","5","5","3","2","2","1","1","1","1","2","1","2","4","3","2","2","1","1","2","2","1","1","1","2","1","2","0","2","0","0","0","1","1","1","1","1","2","2","2","1","1","2","0","0","4","4"
"4878",10,"1","1","2","2","1","1","5","5","4","2","2","1","1","1","1","2","2","2","6","1","1","1","1","2","2","2","1","2","2","2","0","1","0","0","0","0","0","1","1","1","2","2","2","2","2","1","1","2","1","0","4","0"
"4879",9,"1","1","3","1","1","1","5","5","4","2","3","1","2","1","1","2","2","1","6","1","1","2","1","2","2","1","2","1","2","2","0","2","0","2","0","0","0","0","1","1","2","2","2","2","2","0","1","2","0","0","2","0"
"4880",7,"0","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","2","2","6","1","2","2","1","2","2","1","2","1","1","1","1","1","0","0","0","0","0","1","1","3","1","1","2","2","2","1","4","2","0","0","2","0"
"4881",9,"4","2","1","1","1","1","5","5","4","2","2","1","2","2","1","2","2","1","2","1","1","2","1","2","2","2","2","2","1","2","0","1","0","0","1","0","0","1","0","1","1","1","2","2","2","1","3","4","0","0","3","0"
